task_id,text,code,AI_code
750,Write a function to add the given tuple to the given list.,"def add_tuple(test_list, test_tup):
  test_list += test_tup
  return (test_list) ","```python
def add_tuple_to_list(given_list, given_tuple):
    if isinstance(given_list, list) and isinstance(given_tuple, tuple):
        return given_list + [given_tuple]
    raise ValueError(""Input must be a list and a tuple"")
```"
751,Write a function to check if the given array represents min heap or not.,"def check_min_heap(arr, i):
    if 2 * i + 2 > len(arr):
        return True
    left_child = (arr[i] <= arr[2 * i + 1]) and check_min_heap(arr, 2 * i + 1)
    right_child = (2 * i + 2 == len(arr)) or (arr[i] <= arr[2 * i + 2] 
                                      and check_min_heap(arr, 2 * i + 2))
    return left_child and right_child","```python
def is_min_heap(arr):
    n = len(arr)
    for i in range(n // 2 - 1, -1, -1):
        left_child = 2 * i + 1
        right_child = 2 * i + 2
        if left_child < n and arr[i] > arr[left_child]:
            return False
        if right_child < n and arr[i] > arr[right_child]:
            return False
    return True
```"
752,Write a function to find the nth jacobsthal number.,"def jacobsthal_num(n): 
	dp = [0] * (n + 1) 
	dp[0] = 0
	dp[1] = 1
	for i in range(2, n+1): 
		dp[i] = dp[i - 1] + 2 * dp[i - 2] 
	return dp[n]","```python
def jacobsthal(n):
    if n == 0:
        return 0
    elif n == 1:
        return 2
    else:
        a, b = 0, 2
        for _ in range(2, n + 1):
            a, b = b, 2 * b + a
        return b
```"
753,Write a function to find minimum k records from tuple list.,"def min_k(test_list, K):
  res = sorted(test_list, key = lambda x: x[1])[:K]
  return (res) ","```python
def min_k_records(tuple_list, k):
    if k >= len(tuple_list):
        return tuple_list
    
    sorted_tuple_list = sorted(tuple_list)
    return sorted_tuple_list[:k]
```

Alternatively, you can use `heapq.nsmallest` function to achieve the same result in a more efficient way:

```python
import heapq

def min_k_records(tuple_list, k):
    if k >= len(tuple_list):
        return tuple_list
    
    return heapq.nsmallest(k, tuple_list)
```"
754,Write a function to find common index elements from three lists.,"def extract_index_list(l1, l2, l3):
    result = []
    for m, n, o in zip(l1, l2, l3):
        if (m == n == o):
            result.append(m)
    return result","```python
def find_common_elements(list1, list2, list3):
    common_elements = set()
    for i in range(min(len(list1), len(list2), len(list3))):
        if list1[i] == list2[i] == list3[i]:
            common_elements.add((i, list1[i]))
    return common_elements
```"
755,Write a function to find the second smallest number in a list.,"def second_smallest(numbers):
  if (len(numbers)<2):
    return
  if ((len(numbers)==2)  and (numbers[0] == numbers[1]) ):
    return
  dup_items = set()
  uniq_items = []
  for x in numbers:
    if x not in dup_items:
      uniq_items.append(x)
      dup_items.add(x)
  uniq_items.sort()    
  return  uniq_items[1] ","```python
def second_smallest(nums):
    if len(set(nums)) < 2:
        return None
    return sorted(set(nums))[1]
```"
756,Write a function that matches a string that has an a followed by zero or one 'b'.,"import re
def text_match_zero_one(text):
        patterns = 'ab?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')","```
import re

def match_a_followed_by_zero_or_one_b(s):
    pattern = r'^a(b?)$'
    return bool(re.match(pattern, s))
```"
757,Write a function to count the pairs of reverse strings in the given string list.,"def count_reverse_pairs(test_list):
  res = sum([1 for idx in range(0, len(test_list)) for idxn in range(idx, len( 
	test_list)) if test_list[idxn] == str(''.join(list(reversed(test_list[idx]))))]) 
  return str(res)","```python
def count_reverse_pairs(str_list):
    str_dict = {}
    for s in str_list:
        reverse_s = s[::-1]
        if reverse_s not in str_dict:
            str_dict[reverse_s] = 0
        str_dict[reverse_s] += 1
    
    pairs_count = 0
    for key, value in str_dict.items():
        if key == key[::-1]:
            continue
        elif key in str_dict and key[::-1] in str_dict:
            pairs_count += str_dict[key] * str_dict[key[::-1]]
    
    return pairs_count // 2
```"
758,Write a function to count number of unique lists within a list.,"def unique_sublists(list1):
    result ={}
    for l in  list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result","```python
def count_unique_lists(lists):
    return len(set(tuple(sorted(sublist)) for sublist in lists))
```"
759,Write a function to check a decimal with a precision of 2.,"def is_decimal(num):
    import re
    dnumre = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    result = dnumre.search(num)
    return bool(result)","```python
import re

def check_decimal(num):
    pattern = r'^-?\d+(\.\d{1,2})?$'
    if re.match(pattern, str(num)):
        return True
    else:
        return False
```

You can use this function like `check_decimal(12.34)` or `check_decimal(-56.78)`."
760,Write a python function to check whether an array contains only one distinct element or not.,"def unique_Element(arr,n):
    s = set(arr)
    if (len(s) == 1):
        return ('YES')
    else:
        return ('NO')","```python
def check_distinct_element(arr):
    return len(set(arr)) == 1 if arr else True
```

Alternatively, you could also use the following implementation:

```python
def check_distinct_element(arr):
    return all(x == arr[0] for x in arr) if arr else True
```"
761,Write a function to caluclate arc length of an angle.,"def arc_length(d,a):
    pi=22/7
    if a >= 360:
        return None
    arclength = (pi*d) * (a/360)
    return arclength","```python
import math

def calculate_arc_length(radius, angle):
    """"""
    Calculate arc length of an angle.

    Args:
        radius (float): The radius of a circle.
        angle (float): An angle in degrees.

    Returns:
        float: Arc length of the angle.
    """"""
    return 2 * math.pi * radius * (angle / 360)
```"
762,Write a function to check whether the given month number contains 30 days or not.,"def check_monthnumber_number(monthnum3):
  if(monthnum3==4 or monthnum3==6 or monthnum3==9 or monthnum3==11):
    return True
  else:
    return False","```python
def check_month_days(month):
    if month in [4, 6, 9, 11]:
        return True
    elif month == 2:
        return False
    else:
        return None
```"
763,Write a python function to find the minimum difference between any two elements in a given array.,"def find_Min_Diff(arr,n): 
    arr = sorted(arr) 
    diff = 10**20 
    for i in range(n-1): 
        if arr[i+1] - arr[i] < diff: 
            diff = arr[i+1] - arr[i]  
    return diff ","```python
def min_diff(arr):
    arr.sort()
    return min(b - a for a, b in zip(arr, arr[1:]))
```"
764,Write a python function to count numeric values in a given string.,"def number_ctr(str):
      number_ctr= 0
      for i in range(len(str)):
          if str[i] >= '0' and str[i] <= '9': number_ctr += 1     
      return  number_ctr","```python
import re

def count_numeric_values(input_string):
    return len(re.findall(r'\d', input_string))
```"
765,Write a function to find nth polite number.,"import math 
def is_polite(n): 
	n = n + 1
	return (int)(n+(math.log((n + math.log(n, 2)), 2))) ","```python
def find_nth_polite_number(n):
    if n < 1:
        raise ValueError(""Input must be a positive integer."")
    
    count = 0
    num = 0
    
    while True:
        num += 1
        
        if bin(num).count('1') % 2 == 0 and (num + 1) % 4 != 0:
            count += 1
            
            if count == n:
                return num
```"
766,Write a function to iterate over all pairs of consecutive items in a given list.,"def pair_wise(l1):
    temp = []
    for i in range(len(l1) - 1):
        current_element, next_element = l1[i], l1[i + 1]
        x = (current_element, next_element)
        temp.append(x)
    return temp","```python
def iterate_consecutive_pairs(input_list):
    for i in range(len(input_list) - 1):
        yield (input_list[i], input_list[i + 1])
```"
767,Write a python function to count the number of pairs whose sum is equal to ‘sum’.,"def get_Pairs_Count(arr,n,sum):
    count = 0  
    for i in range(0,n):
        for j in range(i + 1,n):
            if arr[i] + arr[j] == sum:
                count += 1
    return count","```python
def count_pairs_with_sum(arr, n, sum):
    unordered_map = {}
    
    for i in range(n):
        if arr[i] not in unordered_map:
            unordered_map[arr[i]] = 1
        else:
            unordered_map[arr[i]] += 1
    
    twice_count = 0
    
    for i in range(n):
        if (sum - arr[i]) in unordered_map:
            twice_count += unordered_map[sum - arr[i]]
        
        if sum - arr[i] == arr[i]:
            twice_count -= 1
    
    return twice_count // 2
```"
768,Write a python function to check for odd parity of a given number.,"def check_Odd_Parity(x): 
    parity = 0
    while (x != 0): 
        x = x & (x - 1) 
        parity += 1
    if (parity % 2 == 1): 
        return True
    else: 
        return False","```python
def check_odd_parity(n):
    parity = 0
    while n:
        parity ^= n & 1
        n >>= 1
    return parity != 0
```"
769,Write a python function to get the difference between two lists.,"def Diff(li1,li2):
    return (list(list(set(li1)-set(li2)) + list(set(li2)-set(li1))))
 ","```python
def get_list_difference(list1, list2):
    """"""
    This function calculates the difference between two lists.
    
    Args:
        list1 (list): The first list.
        list2 (list): The second list.
        
    Returns:
        list: A list of elements that are in list1 but not in list2, 
             and a list of elements that are in list2 but not in list1.
    """"""
    return [element for element in list1 if element not in list2], \
           [element for element in list2 if element not in list1]
```"
770,Write a python function to find the sum of fourth power of first n odd natural numbers.,"def odd_Num_Sum(n) : 
    j = 0
    sm = 0
    for i in range(1,n + 1) : 
        j = (2*i-1) 
        sm = sm + (j*j*j*j)   
    return sm ","```python
def sum_of_fourth_powers(n):
    return sum((2*i - 1)**4 for i in range(1, n + 1))
```"
771,Write a function to check if the given expression is balanced or not.,"from collections import deque
def check_expression(exp):
    if len(exp) & 1:
        return False
    stack = deque()
    for ch in exp:
        if ch == '(' or ch == '{' or ch == '[':
            stack.append(ch)
        if ch == ')' or ch == '}' or ch == ']':
            if not stack:
                return False
            top = stack.pop()
            if (top == '(' and ch != ')') or (top == '{' and ch != '}' or (top == '[' and ch != ']')):
                return False
    return not stack","```python
def is_balanced(s):
    stack = []
    bracket_map = {')': '(', '}': '{', ']': '['}
    
    for c in s:
        if c in ['(', '{', '[']:
            stack.append(c)
        elif c in [')', '}', ']']:
            if not stack or stack.pop() != bracket_map[c]:
                return False
                
    return not stack
```"
772,Write a function to remove all the words with k length in the given string.,"def remove_length(test_str, K):
  temp = test_str.split()
  res = [ele for ele in temp if len(ele) != K]
  res = ' '.join(res)
  return (res) ","```python
def remove_words_with_k_length(s, k):
    words = s.split()
    filtered_words = [word for word in words if len(word) != k]
    return ' '.join(filtered_words)
```"
773,Write a function to find the occurrence and position of the substrings within a string.,"import re
def occurance_substring(text,pattern):
 for match in re.finditer(pattern, text):
    s = match.start()
    e = match.end()
    return (text[s:e], s, e)","```python
def find_substring(string, substring):
    positions = [i for i in range(len(string)) if string.startswith(substring, i)]
    occurrences = len(positions)
    return occurrences, positions
```"
774,Write a function to check if the string is a valid email address or not using regex.,"import re 
regex = '^[a-z0-9]+[\._]?[a-z0-9]+[@]\w+[.]\w{2,3}$'
def check_email(email): 
	if(re.search(regex,email)): 
		return (""Valid Email"") 
	else: 
		return (""Invalid Email"") ","```python
import re

def is_valid_email(email):
    pattern = r""^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$""
    return bool(re.match(pattern, email))
```"
775,Write a python function to check whether every odd index contains odd numbers of a given list.,"def odd_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))","```python
def check_odd_index_numbers(lst):
    return all(isinstance(x, int) and x % 2 != 0 for i, x in enumerate(lst) if i % 2 != 0)
```
This function uses the `all()` function to check that every odd-indexed element is an integer and is odd."
776,Write a function to count those characters which have vowels as their neighbors in the given string.,"def count_vowels(test_str):
  res = 0
  vow_list = ['a', 'e', 'i', 'o', 'u']
  for idx in range(1, len(test_str) - 1):
    if test_str[idx] not in vow_list and (test_str[idx - 1] in vow_list or test_str[idx + 1] in vow_list):
      res += 1
  if test_str[0] not in vow_list and test_str[1] in vow_list:
    res += 1
  if test_str[-1] not in vow_list and test_str[-2] in vow_list:
    res += 1
  return (res) ","```python
def count_chars_with_vowel_neighbors(s):
    vowels = 'aeiouAEIOU'
    count = 0
    for i in range(1, len(s) - 1):
        if s[i-1] in vowels and s[i+1] in vowels:
            count += 1
    return count
```"
777,Write a python function to find the sum of non-repeated elements in a given array.,"def find_Sum(arr,n): 
    arr.sort() 
    sum = arr[0] 
    for i in range(0,n-1): 
        if (arr[i] != arr[i+1]): 
            sum = sum + arr[i+1]   
    return sum","```python
def sum_of_non_repeated_elements(array):
    frequency_map = {}
    for num in array:
        if num in frequency_map:
            frequency_map[num] += 1
        else:
            frequency_map[num] = 1
    
    non_repeated_sum = sum(key for key, value in frequency_map.items() if value == 1)
    
    return non_repeated_sum
```"
778,Write a function to pack consecutive duplicates of a given list elements into sublists.,"from itertools import groupby
def pack_consecutive_duplicates(list1):
    return [list(group) for key, group in groupby(list1)]","```python
def pack_consecutive_duplicates(lst):
    if not lst:
        return []
    
    result = [[lst[0]]]
    
    for i in range(1, len(lst)):
        if lst[i] == lst[i - 1]:
            result[-1].append(lst[i])
        else:
            result.append([lst[i]])
            
    return result
```"
779,Write a function to count the number of unique lists within a list.,"def unique_sublists(list1):
    result ={}
    for l in list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result","```python
def count_unique_lists(lists):
    seen = set()
    unique_count = 0
    for lst in lists:
        tuple_lst = tuple(lst)
        if tuple_lst not in seen:
            seen.add(tuple_lst)
            unique_count += 1
    return unique_count
```"
780,Write a function to find the combinations of sums with tuples in the given tuple list.,"from itertools import combinations 
def find_combinations(test_list):
  res = [(b1 + a1, b2 + a2) for (a1, a2), (b1, b2) in combinations(test_list, 2)]
  return (res) ","```python
def find_combinations(tuple_list):
    result = set()
    for i in range(1 << len(tuple_list)):
        combination = [tuple_list[j] for j in range(len(tuple_list)) if (i & (1 << j))]
        total_sum = sum(sum(tup) for tup in combination)
        result.add((total_sum, tuple(combination)))
    return list(result)
```"
781,Write a python function to check whether the count of divisors is even or odd.,"import math 
def count_Divisors(n) : 
    count = 0
    for i in range(1, (int)(math.sqrt(n)) + 2) : 
        if (n % i == 0) : 
            if( n // i == i) : 
                count = count + 1
            else : 
                count = count + 2
    if (count % 2 == 0) : 
        return (""Even"") 
    else : 
        return (""Odd"") ","```python
def divisor_count(n):
    count = 0
    for i in range(1, n + 1):
        if n % i == 0:
            count += 1
    return ""even"" if count % 2 == 0 else ""odd""
```

Alternatively, you can use the following more efficient function:

```python
def divisor_count(n):
    count = sum(1 for i in range(1, int(n ** 0.5) + 1) if n % i == 0)
    if n ** 0.5 == int(n ** 0.5):
        return ""even"" if count * 2 - 1 % 2 == 0 else ""odd""
    else:
        return ""even"" if count * 2 % 2 == 0 else ""odd""
```"
782,Write a python function to find the sum of all odd length subarrays.,"def Odd_Length_Sum(arr):
    Sum = 0
    l = len(arr)
    for i in range(l):
        Sum += ((((i + 1) *(l - i) + 1) // 2) * arr[i])
    return Sum","```python
def sum_of_odd_length_subarrays(arr):
    n = len(arr)
    total_sum = 0
    
    for length in range(1, n + 1):
        if length % 2 != 0:
            for i in range(n - length + 1):
                subarray_sum = sum(arr[i:i + length])
                total_sum += subarray_sum
                
    return total_sum
```"
783,Write a function to convert rgb color to hsv color.,"def rgb_to_hsv(r, g, b):
    r, g, b = r/255.0, g/255.0, b/255.0
    mx = max(r, g, b)
    mn = min(r, g, b)
    df = mx-mn
    if mx == mn:
        h = 0
    elif mx == r:
        h = (60 * ((g-b)/df) + 360) % 360
    elif mx == g:
        h = (60 * ((b-r)/df) + 120) % 360
    elif mx == b:
        h = (60 * ((r-g)/df) + 240) % 360
    if mx == 0:
        s = 0
    else:
        s = (df/mx)*100
    v = mx*100
    return h, s, v","```python
import numpy as np

def rgb_to_hsv(r, g, b):
    r, g, b = r/255.0, g/255.0, b/255.0
    mx = max(r, g, b)
    mn = min(r, g, b)
    df = mx-mn
    if mx == mn:
        h = 0
    elif mx == r:
        h = (60 * ((g-b)/df) + 360) % 360
    elif mx == g:
        h = (60 * ((b-r)/df) + 120) % 360
    else:
        h = (60 * ((r-g)/df) + 240) % 360
    if mx == 0:
        s = 0
    else:
        s = df/mx
    v = mx
    return round(h, 2), round(s, 2), round(v, 2)
```"
784,Write a function to find the product of first even and odd number of a given list.,"def mul_even_odd(list1):
    first_even = next((el for el in list1 if el%2==0),-1)
    first_odd = next((el for el in list1 if el%2!=0),-1)
    return (first_even*first_odd)","```python
def product_first_even_odd(lst):
    if len(lst) < 2:
        raise ValueError(""List must have at least two elements"")

    even_numbers = [num for num in lst if num % 2 == 0]
    odd_numbers = [num for num in lst if num % 2 != 0]

    if not even_numbers or not odd_numbers:
        raise ValueError(""List must contain both even and odd numbers"")

    first_even = next((x for x in lst if x % 2 == 0), None)
    first_odd = next((x for x in lst if x % 2 != 0), None)

    return first_even * first_odd
```"
785,Write a function to convert tuple string to integer tuple.,"def tuple_str_int(test_str):
  res = tuple(int(num) for num in test_str.replace('(', '').replace(')', '').replace('...', '').split(', '))
  return (res) ","```python
def convert_to_int_tuple(tuple_str):
    if isinstance(tuple_str, str):
        tuple_str = tuple_str.strip('()')
        elements = tuple_str.split(', ')
        try:
            int_tuple = tuple(int(element) for element in elements)
            return int_tuple
        except ValueError:
            raise ValueError(""The string does not represent a valid integer tuple."")
    else:
        raise TypeError(""Input must be a string."")
```"
786,Write a function to locate the right insertion point for a specified value in sorted order.,"import bisect
def right_insertion(a, x):
    i = bisect.bisect_right(a, x)
    return i","```python
def locate_right_insertion_point(sorted_list, target):
    left, right = 0, len(sorted_list)
    while left < right:
        mid = (left + right) // 2
        if sorted_list[mid] <= target:
            left = mid + 1
        else:
            right = mid
    return left
```"
787,Write a function that matches a string that has an a followed by three 'b'.,"import re
def text_match_three(text):
        patterns = 'ab{3}?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')","```
import re

def match_string(s):
    pattern = r'ab{3}'
    match = re.search(pattern, s)
    return bool(match)
```"
788,Write a function to create a new tuple from the given string and list.,"def new_tuple(test_list, test_str):
  res = tuple(test_list + [test_str])
  return (res) ","```python
def create_tuple(input_string, input_list):
    new_tuple = tuple([input_string] + input_list)
    return new_tuple
```"
789,Write a function to calculate the perimeter of a regular polygon.,"from math import tan, pi
def perimeter_polygon(s,l):
  perimeter = s*l
  return perimeter","```python
def calculate_polygon_perimeter(side_length, number_of_sides):
    """"""
    Calculate the perimeter of a regular polygon.

    Args:
        side_length (float): The length of each side of the polygon.
        number_of_sides (int): The number of sides in the polygon.

    Returns:
        float: The perimeter of the polygon.
    """"""
    return side_length * number_of_sides
```"
790,Write a python function to check whether every even index contains even numbers of a given list.,"def even_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))","```python
def check_even_index(lst):
    for i in range(0, len(lst), 2):
        if lst[i] % 2 != 0:
            return False
    return True
```"
791,Write a function to remove the nested record from the given tuple.,"def remove_nested(test_tup):
  res = tuple()
  for count, ele in enumerate(test_tup):
    if not isinstance(ele, tuple):
      res = res + (ele, )
  return (res) ","```python
def remove_nested_record(tup):
    new_tup = []
    for item in tup:
        if isinstance(item, tuple):
            new_item = [i for i in item if not isinstance(i, tuple)]
            new_tup.append(tuple(new_item))
        else:
            new_tup.append(item)
    return tuple(new_tup)
```"
792,Write a python function to count the number of lists in a given number of lists.,"def count_list(input_list): 
    return len(input_list)","```python
def count_lists_in_list(lists):
    count = 0
    for item in lists:
        if isinstance(item, list):
            count += 1
            count += count_lists_in_list(item)
    return count
```
This function takes a list as input and returns the total number of lists (including sublists) it contains."
793,Write a python function to find the last position of an element in a sorted array.,"def last(arr,x,n):
    low = 0
    high = n - 1
    res = -1  
    while (low <= high):
        mid = (low + high) // 2 
        if arr[mid] > x:
            high = mid - 1
        elif arr[mid] < x:
            low = mid + 1
        else:
            res = mid
            low = mid + 1
    return res","```python
def last_position(arr, target):
    left, right = 0, len(arr) - 1
    result = -1
    while left <= right:
        mid = (left + right) // 2
        if arr[mid] == target:
            result = mid
            left = mid + 1
        elif arr[mid] < target:
            left = mid + 1
        else:
            right = mid - 1
    return result
```"
794,"Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.","import re
def text_starta_endb(text):
        patterns = 'a.*?b$'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')","```
import re

def match_string(s):
    pattern = r'a.*b'
    if re.fullmatch(pattern, s):
        return True
    return False
```"
795,Write a function to find the n - cheap price items from a given dataset using heap queue algorithm.,"import heapq
def cheap_items(items,n):
  cheap_items = heapq.nsmallest(n, items, key=lambda s: s['price'])
  return cheap_items","```python
import heapq

def find_n_cheapest(items, n):
    return heapq.nsmallest(n, items)
```
This function takes a list of items with their prices (e.g., tuples like `(item_name, price)`) and an integer `n` as input, then returns the `n` cheapest items using the heap queue algorithm."
796,Write function to find the sum of all items in the given dictionary.,"def return_sum(dict):
  sum = 0
  for i in dict.values():
    sum = sum + i
  return sum","```python
def sum_dict_items(dictionary):
    return sum(val for val in dictionary.values() if isinstance(val, (int, float)))
```

If you want to handle nested dictionaries:

```python
def sum_dict_items(dictionary):
    total = 0
    for key, value in dictionary.items():
        if isinstance(value, dict):
            total += sum_dict_items(value)
        elif isinstance(value, (int, float)):
            total += value
    return total
```"
797,Write a python function to find the sum of all odd natural numbers within the range l and r.,"def sum_Odd(n): 
    terms = (n + 1)//2
    sum1 = terms * terms 
    return sum1  
def sum_in_Range(l,r): 
    return sum_Odd(r) - sum_Odd(l - 1)","```python
def sum_odd_numbers(l, r):
    return sum(i for i in range(l, r+1) if i % 2 != 0)
```"
798,Write a python function to find the sum of an array.,"def _sum(arr):  
    sum=0
    for i in arr: 
        sum = sum + i      
    return(sum)  ","```python
def sum_of_array(arr):
    return sum(arr)
```"
799,Write a python function to left rotate the bits of a given number.,"INT_BITS = 32
def left_Rotate(n,d):   
    return (n << d)|(n >> (INT_BITS - d))  ","```python
def left_rotate_bits(n, k):
    num_bits = n.bit_length()
    k %= num_bits
    mask = (1 << num_bits) - 1
    shifted_n = ((n << k) & mask)
    rotated_n = shifted_n | (n >> (num_bits - k))
    return rotated_n
```"
800,Write a function to remove all whitespaces from a string.,"import re
def remove_all_spaces(text):
 return (re.sub(r'\s+', '',text))","```python
def remove_whitespaces(input_string):
    return input_string.replace("" "", """")
```"
801,Write a python function to count the number of equal numbers from three given integers.,"def test_three_equal(x,y,z):
  result= set([x,y,z])
  if len(result)==3:
    return 0
  else:
    return (4-len(result))","```python
def count_equal(a, b, c):
    numbers = [a, b, c]
    unique_numbers = list(set(numbers))
    equal_counts = {}
    
    for num in unique_numbers:
        equal_counts[num] = numbers.count(num)
        
    return max(equal_counts.values())
```"
802,Write a python function to count the number of rotations required to generate a sorted array.,"def count_Rotation(arr,n):   
    for i in range (1,n): 
        if (arr[i] < arr[i - 1]): 
            return i  
    return 0","```python
def count_rotations(arr):
    rotations = 0
    sorted_arr = sorted(arr)
    
    while arr != sorted_arr:
        if len(set(arr)) == 1:
            break
        
        last_element = arr.pop()
        arr.insert(0, last_element)
        
        rotations += 1
    
    return rotations
```"
803,Write a python function to check whether the given number is a perfect square or not.,"def is_Perfect_Square(n) :
    i = 1
    while (i * i<= n):
        if ((n % i == 0) and (n / i == i)):
            return True     
        i = i + 1
    return False","```python
import math

def is_perfect_square(n):
    root = math.sqrt(n)
    return root == int(root)
```"
804,Write a python function to check whether the product of numbers is even or not.,"def is_Product_Even(arr,n): 
    for i in range(0,n): 
        if ((arr[i] & 1) == 0): 
            return True
    return False","```python
def is_product_even(*numbers):
    product = 1
    for num in numbers:
        product *= num
    return product % 2 == 0
```"
805,Write a function to find the list in a list of lists whose sum of elements is the highest.,"def max_sum_list(lists):
 return max(lists, key=sum)","```python
def find_highest_sum_list(lists):
    return max(lists, key=sum)
```"
806,Write a function to find maximum run of uppercase characters in the given string.,"def max_run_uppercase(test_str):
  cnt = 0
  res = 0
  for idx in range(0, len(test_str)):
    if test_str[idx].isupper():
      cnt += 1
    else:
      res = cnt
      cnt = 0
  if test_str[len(test_str) - 1].isupper():
    res = cnt
  return (res)","```python
def max_uppercase_run(s):
    if not s:
        return 0
    
    max_run = current_run = 1 if s[0].isupper() else 0
    
    for char in s[1:]:
        if char.isupper():
            current_run += 1
            max_run = max(max_run, current_run)
        else:
            current_run = 0
            
    return max_run
```"
807,Write a python function to find the first odd number in a given list of numbers.,"def first_odd(nums):
  first_odd = next((el for el in nums if el%2!=0),-1)
  return first_odd","```python
def find_first_odd(numbers):
    for num in numbers:
        if isinstance(num, (int, float)) and num % 2 != 0:
            return num
    return None
```"
808,Write a function to check if the given tuples contain the k or not.,"def check_K(test_tup, K):
  res = False
  for ele in test_tup:
    if ele == K:
      res = True
      break
  return (res) ","```python
def check_tuple(tuples_list, k):
    return any(k in tup for tup in tuples_list)
```

Alternatively, you can use a generator expression with the `in` operator to achieve the same result:

```python
def check_tuple(tuples_list, k):
    return k in (item for tup in tuples_list for item in tup)
```"
809,Write a function to check if each element of second tuple is smaller than its corresponding index in first tuple.,"def check_smaller(test_tup1, test_tup2):
  res = all(x > y for x, y in zip(test_tup1, test_tup2))
  return (res) ","```python
def check_tuple_elements(tuple1, tuple2):
    if len(tuple1) != len(tuple2):
        raise ValueError(""Both tuples must be of the same length"")
    
    for i in range(len(tuple1)):
        if not (i < tuple1[i] and tuple2[i] <= i):
            return False
    return True
```"
810,Write a function to iterate over elements repeating each as many times as its count.,"from collections import Counter
def count_variable(a,b,c,d):
  c = Counter(p=a, q=b, r=c, s=d)
  return list(c.elements())","```python
def repeat_elements(lst):
    result = []
    for i in lst:
        if isinstance(i, (list, tuple)):
            count, value = i
            result.extend([value] * count)
        elif isinstance(i, dict) and 'count' in i and 'value' in i:
            result.extend([i['value']] * i['count'])
    return result
```"
811,Write a function to check if two lists of tuples are identical or not.,"def check_identical(test_list1, test_list2):
  res = test_list1 == test_list2
  return (res) ","```python
def are_lists_of_tuples_identical(list1, list2):
    if len(list1) != len(list2):
        return False
    for i in range(len(list1)):
        if list1[i] != list2[i]:
            return False
    return True
```

Alternatively:

```python
def are_lists_of_tuples_identical(list1, list2):
    return sorted(map(tuple, list1)) == sorted(map(tuple, list2))
```
or 

```python
def are_lists_of_tuples_identical(list1, list2):
    return set(list1) == set(list2)
```"
812,Write a function to abbreviate 'road' as 'rd.' in a given string.,"import re
def road_rd(street):
  return (re.sub('Road$', 'Rd.', street))","```python
def abbreviate_road(input_string):
    words = input_string.split()
    abbreviated_words = [word.replace('road', 'rd.') for word in words]
    abbreviated_string = ' '.join(abbreviated_words)
    return abbreviated_string
```"
813,Write a function to find length of the string.,"def string_length(str1):
    count = 0
    for char in str1:
        count += 1
    return count","```python
def find_length(s):
    try:
        return len(str(s))
    except Exception as e:
        raise ValueError(""Invalid input"") from e
```"
814,Write a function to find the area of a rombus.,"def rombus_area(p,q):
  area=(p*q)/2
  return area","```python
import math

def calculate_rombus_area(d1, d2):
    if d1 <= 0 or d2 <= 0:
        raise ValueError(""Diagonal lengths must be positive numbers"")
    area = (d1 * d2) / 2
    return area
```"
815,"Write a function to sort the given array without using any sorting algorithm. the given array consists of only 0, 1, and 2.","def sort_by_dnf(arr, n):
  low=0
  mid=0
  high=n-1
  while mid <= high:
    if arr[mid] == 0:
      arr[low], arr[mid] = arr[mid], arr[low]
      low = low + 1
      mid = mid + 1
    elif arr[mid] == 1:
      mid = mid + 1
    else:
      arr[mid], arr[high] = arr[high], arr[mid]
      high = high - 1
  return arr","```python
def sort_012(arr):
    low = 0
    mid = 0
    high = len(arr) - 1
    
    while mid <= high:
        if arr[mid] == 0:
            arr[low], arr[mid] = arr[mid], arr[low]
            low += 1
            mid += 1
        elif arr[mid] == 1:
            mid += 1
        else:
            arr[mid], arr[high] = arr[high], arr[mid]
            high -= 1
    
    return arr
```"
816,Write a function to clear the values of the given tuples.,"def clear_tuple(test_tup):
  temp = list(test_tup)
  temp.clear()
  test_tup = tuple(temp)
  return (test_tup) ","```python
def clear_tuples(*args):
    return tuple(None for _ in args)
```"
817,Write a function to find numbers divisible by m or n from a list of numbers using lambda function.,"def div_of_nums(nums,m,n):
 result = list(filter(lambda x: (x % m == 0 or x % n == 0), nums)) 
 return result","```python
def find_divisible_numbers(numbers, m, n):
    return list(filter(lambda x: x % m == 0 or x % n == 0, numbers))
```"
818,Write a python function to count lower case letters in a given string.,"def lower_ctr(str):
      lower_ctr= 0
      for i in range(len(str)):
          if str[i] >= 'a' and str[i] <= 'z': lower_ctr += 1     
      return  lower_ctr","```python
def count_lower_case_letters(s):
    return sum(1 for c in s if c.islower())
```"
